Untitled,Pronunciation,Part of speech,English
mazaíonn,/ˈmˠaʦaˌiːɔnˠ/ [ˈmˠaʦiːnˠ],v.,graze (touch)
maeafí,/ˈmˠəu̯fˠiː/,adj.,gradual
maeanír,/ˈmˠəu̯ŋiːɾ/,nf.,enemy
maeanír,/ˈmˠəu̯ŋiːɾ/,nf.,rebel
maeanír,/ˈmˠəu̯ŋiːɾ/,nf.,guerrilla
maenán,/ˈmˠenʲæːnʲ/,nm.,ethic
mann,/mˠanˠ/,v.,interrupt
mann,/mˠanˠ/,pron.,one
maumm,/mˠaʊ̯mˠ/,nm.,veil
ma,/mˠa/,adv.,why
maíonn,/ˈmˠaiːɔnˠ/ [mˠiːnˠ],v.,mention
maptaíonn,/ˈmˠapˠtˠaˌiːɔnˠ/ [ˈmˠapˠtˠiːnˠ],v.,need (require)
maptaíonn,/ˈmˠapˠtˠaˌiːɔnˠ/ [ˈmˠapˠtˠiːnˠ],v.,need (lack)
mägög,/mˠɛːˈɟøːg/,nf.,crown
mäzaíonn,/ˈmʲɛːʦaˌiːɔnˠ/ [ˈmʲɛːʦiːnˠ],v.,would
märianfög,/ˈmˠɛːɾanˠfˠøːg/,nf.,radio
mä,/mˠɛː/,nnt.,slave
miac,/mʲɪk/,nm.,tire
miait,/mʲatʲ/,adj.,extreme
miait,/mʲatʲ/,adj.,radical
miaeliaunn,/mʲaˈlaʊnˠ/,nf.,upper class
miaupúir,/mʲaʊ̯ˈpʲuːiɾ/ [mʲaʊ̯ˈpʲuːɾ],nm.,mane
mia,/mʲa/,nnt.,chord
mir,/mʲɪɾ/,pron.,we (fem)
miuichteann,/ˈmʲʊçtʲəunˠ/,v.,clear
miuichtán,/ˈmʲʊçtʲæːnʲ/,nm.,amount
miuichtán,/ˈmʲʊçtʲæːnʲ/,nm.,quantity
miuichtán,/ˈmʲʊçtʲæːnʲ/,nm.,volume
miueclleuzín,/ˈmʲʊclɔʏ̯ʦiːnʲ/,nm.,persona
miunán,/ˈmʲɪŋæːnʲ/,nm.,harvest
miurzann,/mʲɪʁˈʦanˠ/,v.,direct
misí,/ˈmʲɪʃiː/,nf.,day
mit,/mʲɪtʲ/,prep.,with
meachaíonn,/mʲəu̯ˈxaiːˌɔnˠ/ [mʲəu̯ˈxiːnˠ],v.,point out
meaibhíonn,/ˈmʲavʲiːɔnˠ/ [ˈmʲavʲiːnˠ],v.,climb
meaillín,/ˈmʲaliːnʲ/,nf.,fire
meaillín,/ˈmʲaliːnʲ/,nf.,flame
mealz,/mʲaɫʦ/,nnt.,hunger
meaerdeann,/mʲaɾˈdʲəunˠ/,v.,boil
mear,/ˈmˠəuɾ/,nm.,man
mea,/mʲəu̯/,nnt.,atom
meaíonn,/mʲaˈiːɔnˠ/ [mʲiːnˠ],v.,growl
meich,/ˈmʲaɪç/,pron.,my
meich,/ˈmʲaɪç/,pron.,mine
meinn,/ˈmʲaɪnʲ/,pron.,my (masc)
meinn,/ˈmʲaɪnʲ/,pron.,mine (masc)
mei,/ˈmʲaɪ/,pron.,my (fem)
mei,/ˈmʲaɪ/,pron.,mine (fem)
menéir,/mʲeˈɲeːiɾ/ [mʲeˈɲeːɾ],nm.,fatigue
meonoeuig,/ˈmʲɔŋɔʏg/,nf.,noon
meotín,/mʲeˈtˠiːnʲ/,nm.,violin
meullög,/mʲʊˈɫøːg/,nf.,dash
meurann,/ˈmʲeʁanˠ/,v.,exacerbate
meurann,/mʲʊˈʁanˠ/,v.,review
modh,/mˠɔvˠ/,nm.,acid
moin,/mˠɔnʲ/,nnt.,icon
moeißuebriaßín,/mˠaɪ̯ˈsˠebʲɾasˠˌsˠiːnʲ/,nm.,family (children and parents)
moeupán,/mˠeˈpˠæːnʲ/,nm.,clash
moesí,/mˠeˈʃiː/,nf.,bread
mördán,/ˈmʲøːɾdʲæːnʲ/,nm.,fork
muabiu,/ˈmˠuə̯bʲʊ/,adv.,finally
muaßóir,/mˠuə̯sˠˈsˠoːiɾ/ [mˠuə̯sˠˈsˠoːɾ],nm.,fiber
muiadzán,/ˈmˠɪdˠʦæːnʲ/,nm.,case
muiadzán,/ˈmˠɪdˠʦæːnʲ/,nm.,event (occurrence)
muinír,/mˠʊˈnʲiːɾ/,nf.,plane
mullzög,/ˈmˠʊɫʦøːg/,nf.,stone
mueißaíonn,/mˠaɪ̯ˈsˠaiːˌɔnˠ/ [mˠaɪ̯ˈsˠiːnˠ],v.,face
muns,/mˠʊŋsˠ/,nnt.,minute
müchteann,/ˈmʲʏːçtʲəunˠ/,v.,plant
müc,/mʲʏːk/,nm.,husband
mümórúir,/ˈmʲʏːmʲoːˌʁuːiɾ/ [ˈmʲʏːmʲoːʁuːɾ],nm.,maid
münn,/mˠʏːnˠ/,nm.,economy
mürzóir,/mˠʏːʁˈʦoːiɾ/ [mˠʏːʁˈʦoːɾ],nm.,hair (of head)
mürzóir,/mˠʏːʁˈʦoːiɾ/ [mˠʏːʁˈʦoːɾ],nm.,hair (of body)
mázúir,/ˈmʲæːʦuːiɾ/ [ˈmʲæːʦuːɾ],nm.,civilian
mázúir,/ˈmʲæːʦuːiɾ/ [ˈmʲæːʦuːɾ],nm.,citizen
mátaíonn,/ˈmˠæːtˠaˌiːɔnˠ/ [ˈmˠæːtˠiːnˠ],v.,comprehend
má,/mˠæː/,nnt.,elixir
máß,/mˠæːsˠsˠ/,adj.,serious
máß,/mˠæːsˠsˠ/,adj.,severe
mélleueg,/ˈmʲeːlɔʏg/,nf.,rock
mélleueg,/ˈmʲeːlɔʏg/,nf.,metal
mé,/mʲeː/,pron.,me (masc)
mích,/mʲiːç/,pron.,me
míchápt,/mʲiːˈçæːpˠtˠ/,nnt.,spasm
míchápt,/mʲiːˈçæːpˠtˠ/,nnt.,seizure
míc,/mˠiːk/,nm.,integrity
mígíonn,/ˈmˠiːgiːɔnˠ/ [ˈmˠiːgiːnˠ],v.,curse
mílliaunn,/ˈmˠiːlaʊnˠ/,nf.,bracket
míll,/mˠiːɫ/,nm.,metal
míonn,/mˠiːˈɔnˠ/ [mˠiːnˠ],v.,disguise
míonn,/ˈmʲiːɔnˠ/ [mʲiːnˠ],v.,grunt
míséir,/mʲiːˈʃeːiɾ/ [mʲiːˈʃeːɾ],nm.,guess
mí,/mˠiː/,nnt.,vendor
mí,/mʲiː/,pron.,me (fem)
mózücht,/ˈmˠoːʦʏːxtˠ/,nm.,grocer
mólléir,/ˈmʲoːleːiɾ/ [ˈmʲoːleːɾ],nm.,pin
mó,/mˠoː/,adv.,already
mó,/mʲoː/,nnt.,possibility
móß,/mʲoːsˠ/,nm.,canopy
múgllueunaíonn,/mʲuːɟˈɫeŋaˌiːɔnˠ/ [mʲuːɟˈɫeŋiːnˠ],v.,start
múnup,/mʲuːˈnˠʊpˠ/,adj.,nervous
múnup,/mʲuːˈnˠʊpˠ/,adj.,anxious
múníonn,/ˈmˠuːɲiːɔnˠ/ [ˈmˠuːɲiːnˠ],v.,touch
nach,/nˠax/,prep.,after
nai,/nˠɪ/,adj.,innocent
naefeann,/ˈnˠefʲəunˠ/,v.,excuse
naeachaíonn,/nˠeˈxaiːˌɔnˠ/ [nˠeˈxiːnˠ],v.,devastate
naemög,/ˈnˠamʲøːg/,nf.,prostitute
naeomhíonn,/ˈnˠemˠiːɔnˠ/ [ˈnˠemˠiːnˠ],v.,complete
naepfíonn,/nˠepʲˈfʲiːɔnˠ/ [nˠepʲˈfʲiːnˠ],v.,carry
nanaíonn,/ˈnˠanˠaˌiːɔnˠ/ [ˈnˠanˠiːnˠ],v.,fuck (slang)
nann,/nˠanˠ/,v.,promise
nann,/nˠanˠ/,v.,assure
nanóir,/ˈnˠaŋoːiɾ/ [ˈnˠaŋoːɾ],nm.,divorce
naufeuig,/nˠaʊ̯ˈfʲɔʏg/,nf.,experiment
na,/nˠa/,nnt.,window
naíonn,/ˈnˠaiːɔnˠ/ [nˠiːnˠ],v.,hack
napueueg,/nˠaˈpˠɔʏg/,nf.,law
napsann,/nˠapˠˈsˠanˠ/,v.,scrape
napsann,/nˠapˠˈsˠanˠ/,v.,scoop
näbheueg,/ˈnˠɛːvʲɔʏg/,nf.,cheese
nähain,/nˠɛːˈhanʲ/,adj.,sudden
nähain,/nˠɛːˈhanʲ/,adj.,abrupt
näríonn,/nʲɛːˈɾiːɔnˠ/ [nʲɛːˈɾiːnˠ],v.,spin
nä,/nʲɛː/,nnt.,shore
niarúir,/ˈnʲɪʁuːiɾ/ [ˈnʲɪʁuːɾ],nm.,fraud
niaumög,/ˈnʲaʊ̯mʲøːg/,nf.,agriculture
niaíonn,/nʲaˈiːɔnˠ/ [nʲiːnˠ],v.,hear
nin,/nʲɪɲ/,adj.,damn
niof,/nʲɪfˠ/,nm.,politics
nioeníonn,/nʲɔˈnʲiːɔnˠ/ [nʲɔˈnʲiːnˠ],v.,sway
nioesíonn,/nʲɔˈʃiːɔnˠ/ [nʲɔˈʃiːnˠ],v.,fix
nioesíonn,/nʲɔˈʃiːɔnˠ/ [nʲɔˈʃiːnˠ],v.,mend
nioesíonn,/nʲɔˈʃiːɔnˠ/ [nʲɔˈʃiːnˠ],v.,repair
nioesíonn,/nʲɔˈʃiːɔnˠ/ [nʲɔˈʃiːnˠ],v.,cure
nioesíonn,/nʲɔˈʃiːɔnˠ/ [nʲɔˈʃiːnˠ],v.,recover
niotír,/ˈnʲɔtˠiːɾ/,nf.,argument
niuar,/nʲuə̯ʁ/,adv.,pretty
niugúir,/ˈnʲʊɟuːiɾ/ [ˈnʲʊɟuːɾ],nm.,lover
niuef,/nʲʊfʲ/,adj.,apparent
niu,/nʲʊ/,adv.,simply
neafann,/ˈnʲafˠanˠ/,v.,research
neach,/nʲex/,nm.,shark
neabh,/nʲəu̯vʲ/,nnt.,goblin
neaibhíonn,/nʲaˈvʲiːɔnˠ/ [nʲaˈvʲiːnˠ],v.,march
neaizeann,/ˈnʲaʒəunˠ/,v.,bleed
neazaíonn,/ˈnʲeʦaˌiːɔnˠ/ [ˈnʲeʦiːnˠ],v.,step on
nealann,/ˈnʲaɫanˠ/,v.,affiliate
neaechteann,/ˈnʲaçtʲəunˠ/,v.,drain
neaecht,/nʲaçtʲ/,nnt.,month
neaeliaunn,/ˈnʲalaʊnˠ/,nf.,emphasis
nea,/nʲa/,nnt.,friend
neben,/ˈnʲebʲeɲ/,prep.,next to
neg,/nʲeg/,adj.,strong
neog,/nʲɔɟ/,nnt.,pan
neog,/nʲɔɟ/,nnt.,saucepan
neoin,/nʲɔɲ/,nnt.,eyelash
neub,/nʲʊbˠ/,nm.,microwave
neuenstédzúir,/ˈnʲʊnʲʃtʲeːdʲˌʒuːiɾ/ [ˈnʲʊnʲʃtʲeːdʲʒuːɾ],nm.,bass
neueríonn,/nʲʊˈɾiːɔnˠ/ [nʲʊˈɾiːnˠ],v.,look
neueríonn,/nʲʊˈɾiːɔnˠ/ [nʲʊˈɾiːnˠ],v.,glance
neu,/nʲɔʏ̯/,nnt.,type
nois,/nˠɪʃ/,adv.,usually
noz,/nˠɔʦ/,nnt.,jaw
noeozaíonn,/nˠeˈʦaiːˌɔnˠ/ [nˠeˈʦiːnˠ],v.,look out
noerz,/nˠeɾʒ/,adj.,minor
noerög,/ˈnˠɔɾøːg/,nf.,haven
noeucaultónaíonn,/ˈnˠekaʊ̯ɫˌtˠoːŋaiːɔnˠ/ [ˈnˠekaʊ̯ɫˌtˠoːŋiːnˠ],v.,have sex
noeutallaíonn,/nˠeˈtˠaɫaˌiːɔnˠ/ [nˠeˈtˠaɫiːnˠ],v.,evoke
noeutallaíonn,/nˠeˈtˠaɫaˌiːɔnˠ/ [nˠeˈtˠaɫiːnˠ],v.,provoke
noeup,/nˠɔʏ̯pˠ/,nm.,cube
noe,/nˠe/,nnt.,topic
noepfeann,/ˈnˠɔpʲfʲəunˠ/,v.,assassinate
no,/nˠɔ/,nnt.,parent
nöd,/nˠøːdˠ/,nm.,celebrity
nölló,/ˈnʲøːloː/,nnt.,poet
nönsann,/ˈnʲøːŋsˠanˠ/,v.,wake
nönsann,/ˈnʲøːŋsˠanˠ/,v.,wake up
nönsann,/ˈnʲøːŋsˠanˠ/,v.,get up
nönstánseann,/nˠøːnˠsˠˈtˠæːnʲʃəˌunˠ/,v.,smell (sense with nose)
nuiapoeuig,/nˠɪˈpˠɔʏg/,nf.,bell
nuibreaíonn,/ˈnˠɪbʲɾaˌiːɔnˠ/ [ˈnˠɪbʲɾiːnˠ],v.,aim
nuiomír,/nˠɪˈmˠiːɾ/,nf.,flu
nuiunann,/nˠɪˈŋanˠ/,v.,roll
nuiunann,/nˠɪˈŋanˠ/,v.,revolve
nueßeueg,/ˈnˠeʃɔʏg/,nf.,lipstick
nunn,/nˠʊnˠ/,adj.,gross
nut,/nˠʊtˠ/,nm.,servant
nu,/nˠʊ/,nnt.,prototype
nüdz,/nˠʏːdʲʒ/,nnt.,employer
nübllea,/nˠʏːˈbʲla/,adj.,ripe
nügann,/ˈnˠʏːɟanˠ/,v.,agitate
nün,/nˠʏːnʲ/,adj.,technological
nüstonn,/ˈnʲʏːsˠtˠɔnˠ/,v.,display
nüstonn,/ˈnʲʏːsˠtˠɔnˠ/,v.,advertise
nüsí,/ˈnʲʏːʃiː/,nf.,summer
nácllaea,/nʲæːkˈɫəu̯/,adj.,wonderful
náb,/nʲæːbˠ/,nm.,worm
nástéir,/ˈnˠæːʃtʲeːiɾ/ [ˈnˠæːʃtʲeːɾ],nm.,hierarchy
náteo,/nˠæːˈtʲɔ/,adj.,wide
náteo,/nˠæːˈtʲɔ/,adj.,broad
næ,/nʲæ/,nnt.,love
nébhúz,/ˈnˠeːvˠuːʦ/ [ˈnˠeːwuːʦ],adj.,blonde
néleaunn,/nʲeːˈlaʊnˠ/,nf.,spike
néleaunn,/nʲeːˈlaʊnˠ/,nf.,thorn
nénn,/nʲeːnˠ/,nm.,penis
nér,/nʲeːɾ/,det.,of some
nér,/nʲeːɾ/,det.,of some
nér,/nʲeːɾ/,det.,of some
né,/nˠeː/,prep.,like
né,/nʲeː/,nnt.,night
nép,/nʲeːpˠ/,nm.,quilt
nímhpfín,/ˈnʲiːmʲpʲfʲiːnʲ/,v.,fly
nínúnán,/nˠiːˈɲuːɲæːnʲ/,nm.,tornado
níonn,/ˈnʲiːɔnˠ/ [nʲiːnˠ],v.,breathe
níonn,/ˈnˠiːɔnˠ/ [nˠiːnˠ],v.,sink
nísí,/nˠiːˈʃiː/,nf.,shop
ní,/nˠiː/,prep.,inside
nób,/nʲoːbˠ/,nm.,building
nórteann,/ˈnʲoːɾtʲəunˠ/,v.,adapt
núf,/nʲuːfˠ/,nm.,patriot
núb,/nʲuːbˠ/,nm.,strategy (plan)
nús,/nˠuːʃ/,nnt.,silver
núsí,/ˈnʲuːʃiː/,nf.,kind
nútúir,/ˈnˠuːtˠuːiɾ/ [ˈnˠuːtˠuːɾ],nm.,ant
nú,/nʲuː/,nnt.,thumb
nú,/nˠuː/,adv.,very
nú,/nˠuː/,adv.,really
núps,/nʲuːpʲʃ/,nnt.,education
of,/ɔfˠ/,nm.,crate
ochaíonn,/ɔˈxaiːˌɔnˠ/ [ɔˈxiːnˠ],v.,moan
ochueueg,/ˈɔxɔʏg/,nf.,character
ochüg,/ˈɔxʏːg/,adj.,manual
ocht,/ɔxtˠ/,nnt.,nerve
och,/ɔx/,nm.,condition (state)
ochéir,/ˈɔxeːiɾ/ [ˈɔxeːɾ],nm.,table
ochéir,/ˈɔxeːiɾ/ [ˈɔxeːɾ],nm.,bench
ochéir,/ˈɔxeːiɾ/ [ˈɔxeːɾ],nm.,desk
odh,/ɔvˠ/,adj.,cultural
odz,/ɔdˠʦ/,adj.,close
od,/ɔdˠ/,nm.,canal
ogairteann,/ˈɔɟaɾˌtʲəunˠ/,v.,weep
ogairteann,/ˈɔɟaɾˌtʲəunˠ/,v.,mourn
ogann,/ˈɔɟanˠ/,v.,tempt
oheuneaichtír,/ˈɔhɔʏ̯ˌɲaçtʲiːɾ/,nf.,rodent
oheuneaichtír,/ˈɔhɔʏ̯ˌɲaçtʲiːɾ/,nf.,mouse
oif,/ɔfʲ/,nnt.,fantasy
oichúir,/ˈɔçuːiɾ/ [ˈɔçuːɾ],nm.,sin
oibröste,/ɔˈbʲɾøːʃtʲe/,nm.,diet
oiglliu,/ˈɔglʊ/,adj.,spontaneous
oig,/ɔg/,adj.,relevant
oigír,/ɔˈgiːɾ/,nf.,ritual
oimeann,/ˈɔmʲəunˠ/,v.,extinguish
oiméir,/ˈɔmʲeːiɾ/ [ˈɔmʲeːɾ],nm.,time
oimíonn,/ˈɔmʲiːɔnˠ/ [ˈɔmʲiːnˠ],v.,deal
oimíonn,/ˈɔmʲiːɔnˠ/ [ˈɔmʲiːnˠ],v.,haggle
oinsán,/ɔnʲˈʃæːnʲ/,nm.,plutonium
oiníonn,/ˈɔɲiːɔnˠ/ [ˈɔɲiːnˠ],v.,forge
oireann,/ˈɔɾəunˠ/,v.,absorb
oirt,/ɔɾtʲ/,nnt.,pressure
oir,/ɔɾ/,nnt.,pulse
oir,/ɔɾ/,nnt.,rhythm
oisí,/ɔˈʃiː/,nf.,lawn
ozéir,/ˈɔʦeːiɾ/ [ˈɔʦeːɾ],nm.,jungle
ol,/ɔɫ/,adj.,common
oechteuall,/ˈɔçtʲuə̯ɫ/,adj.,left
oeliaens,/ˈɔlanʲʃ/,nnt.,comfort
oelliaunn,/ˈɔlaʊnˠ/,nf.,support
oell,/ɔl/,nnt.,cuisine
oelín,/ˈɔliːnʲ/,nf.,lever
oelín,/ˈɔliːnʲ/,nf.,pedal
oelín,/ˈɔliːnʲ/,nf.,trigger
oeniauzann,/ˈɔɲaʊ̯ʦanˠ/,v.,chuckle
oenea,/ˈɔɲa/,adj.,slow
oerd,/ɔɾdʲ/,nnt.,paper
oerd,/ɔɾdʲ/,nnt.,document
oerzír,/ˈɔɾʒiːɾ/,nf.,currency
oermiaf,/ˈɔɾmʲafˠ/,nnt.,percent
oesteann,/ˈɔʃtʲəunˠ/,v.,trick
oesteann,/ˈɔʃtʲəunˠ/,v.,deceive
oesteann,/ˈɔʃtʲəunˠ/,v.,betray
oest,/ɔʃtʲ/,nnt.,fort
oestíonn,/ˈɔʃtʲiːɔnˠ/ [ˈɔʃtʲiːnˠ],v.,fathom
oetei,/ɔˈtʲaɪ̯/,num.,hundred
oet,/ɔtʲ/,adj.,quick
oet,/ɔtʲ/,adj.,swift
oepsög,/ɔpʲˈʃøːg/,nf.,gallery (art)
oepsíonn,/ˈɔpʲʃiːɔnˠ/ [ˈɔpʲʃiːnˠ],v.,mold
oep,/ɔpʲ/,adj.,successful
omm,/ɔmˠ/,nnt.,lake
omm,/ɔmˠ/,nnt.,pool
omög,/ˈɔmˠøːg/,nf.,reflection
onfaeueg,/ɔnˠˈfˠɔʏg/,nf.,chair
onfaíonn,/ˈɔnˠfˠaˌiːɔnˠ/ [ˈɔnˠfˠiːnˠ],v.,jump
onaeuig,/ˈɔŋɔʏg/,nf.,logo
onaíonn,/ˈɔŋaˌiːɔnˠ/ [ˈɔŋiːnˠ],v.,enrich
onn,/ɔnˠ/,v.,continue
onoipíonn,/ɔˈnˠɔpʲiːˌɔnˠ/ [ɔˈnˠɔpʲiːnˠ],v.,drip
ord,/ɔʁdˠ/,nnt.,title
ortán,/ɔʁˈtˠæːnʲ/,nm.,bark (of tree)
osög,/ˈɔsˠøːg/,nf.,base
ost,/ɔsˠtˠ/,adj.,lucky
otaíonn,/ˈɔtˠaˌiːɔnˠ/ [ˈɔtˠiːnˠ],v.,prevent
otaíonn,/ˈɔtˠaˌiːɔnˠ/ [ˈɔtˠiːnˠ],v.,deter
ot,/ɔtˠ/,nm.,task
o,/ɔ/,adj.,high
opf,/ɔpˠfˠ/,adv.,less
ops,/ɔpˠsˠ/,nnt.,archipelago
opséir,/ɔpˠˈsˠeːiɾ/ [ɔpˠˈsˠeːɾ],nm.,mistress
optann,/ˈɔpˠtˠanˠ/,v.,evolve
opír,/ˈɔpˠiːɾ/,nf.,manual
oßaíonn,/ɔsˠˈsˠaiːˌɔnˠ/ [ɔsˠˈsˠiːnˠ],v.,admit
oß,/ɔsˠ/,nm.,audience
öfräp,/øːˈfʲɾɛːpˠ/,nnt.,angel
öchúir,/ˈøːçuːiɾ/ [ˈøːçuːɾ],nm.,custom
öcleaíonn,/ˈøːclaˌiːɔnˠ/ [ˈøːcliːnˠ],v.,pat
ödzéir,/øːdʲˈʒeːiɾ/ [øːdʲˈʒeːɾ],nm.,credit (recognition)
öbhír,/ˈøːvʲiːɾ/,nf.,mother
öbloem,/ˈøːbˠɫemʲ/,nnt.,yacht
ögllei,/ˈøːglaɪ̯/,pron.,one
ög,/øːɟ/,nm.,soil
ög,/øːɟ/,nm.,dust
ög,/øːg/,prep.,upon
ögán,/ˈøːɟæːnʲ/,nm.,interior
ögéir,/ˈøːɟeːiɾ/ [ˈøːɟeːɾ],nm.,molecule
özög,/ˈøːʒøːg/,nf.,flour
özéir,/øːˈʒeːiɾ/ [øːˈʒeːɾ],nm.,dairy
ölzín,/ˈøːɫʦiːnʲ/,nm.,schedule
ölzín,/ˈøːɫʦiːnʲ/,nm.,roster
ölléir,/ˈøːleːiɾ/ [ˈøːleːɾ],nm.,prejudice
ölléir,/ˈøːleːiɾ/ [ˈøːleːɾ],nm.,bias
ölín,/øːˈliːnʲ/,nf.,wagon
önf,/øːnʲfʲ/,num.,thousand
öng,/øːŋ/,pron.,who
önuarliastann,/øːˈnˠuə̯ɾlasˠˌtˠanˠ/,v.,publish
ön,/øːnʲ/,adj.,favorite
ön,/øːnʲ/,adj.,popular
ön,/øːɲ/,nnt.,footprint
önéir,/øːˈɲeːiɾ/ [øːˈɲeːɾ],nm.,string
önín,/øːˈnˠiːnʲ/,nm.,security
öníonn,/øːˈɲiːɔnˠ/ [øːˈɲiːnˠ],v.,go down
öníonn,/øːˈɲiːɔnˠ/ [øːˈɲiːnˠ],v.,descend
öníonn,/ˈøːnʲiːɔnˠ/ [ˈøːnʲiːnˠ],v.,incorporate
ördín,/ˈøːɾdʲiːnʲ/,nm.,arch
ördín,/ˈøːɾdʲiːnʲ/,nm.,arc
ör,/øːɾ/,nnt.,salad
öríonn,/ˈøːɾiːɔnˠ/ [ˈøːɾiːnˠ],v.,roast
ös,/øːʃ/,nnt.,size
ösí,/ˈøːʃiː/,nf.,mafia
ösí,/ˈøːʃiː/,nf.,mob
ö,/øː/,det.,whose
öpann,/øːˈpˠanˠ/,v.,put (place)
öpeu,/ˈøːpʲʊ/,adj.,current
öptann,/ˈøːpˠtˠanˠ/,v.,wave (salutation)
öpóir,/ˈøːpˠoːiɾ/ [ˈøːpˠoːɾ],nm.,data
radzaíonn,/ˈʁadˠʦaˌiːɔnˠ/ [ˈʁadˠʦiːnˠ],v.,cover
radzaíonn,/ˈʁadˠʦaˌiːɔnˠ/ [ˈʁadˠʦiːnˠ],v.,muffle
raiamög,/ˈʁɪmˠøːg/,nf.,division
rainög,/ˈʁaɲøːg/,nf.,meltdown
rainíonn,/ˈʁɪɲiːɔnˠ/ [ˈʁɪɲiːnˠ],v.,inspect
raipeann,/ˈʁapʲəunˠ/,v.,expect
raefíonn,/ˈʁefʲiːɔnˠ/ [ˈʁefʲiːnˠ],v.,approach
raechtgöns,/ʁeçtʲˈgøːnˠsˠ/,adj.,supernatural
raegeann,/ˈʁagəunˠ/,v.,restrict
raez,/ʁeʒ/,adj.,next
raemh,/ʁavʲ/,adj.,terrible
raer,/ʁaɾ/,nnt.,liquor
raeurann,/ʁɔʏ̯ˈʁanˠ/,v.,spread
raepteann,/ˈʁepʲtʲəunˠ/,v.,pay
raepteann,/ˈʁepʲtʲəunˠ/,v.,spend
ramán,/ˈʁamˠæːnʲ/,nm.,business
rann,/ʁanˠ/,v.,express
ra,/ʁa/,adj.,busy
raíonn,/ˈʁaiːɔnˠ/ [ʁiːnˠ],v.,lose
raß,/ʁasˠ/,adj.,last (only remaining)
rächóir,/ɾɛːˈçoːiɾ/ [ʁɛːˈçoːɾ],nm.,titanium
rädúdeobhaíonn,/ˈʁɛːdʲuːˌdʲɔvˠaiːɔnˠ/ [ˈʁɛːdʲuːˌdʲɔwiːnˠ],v.,verify
rälioiliaunn,/ˈʁɛːlɔˌlaʊnˠ/,nf.,puddle
rämhoerzír,/ˈʁɛːmˠeɾʒiːɾ/,nf.,elevation
räs,/ɾɛːʃ/ [ʁɛːʃ],det.,any
räptann,/ɾɛːpˠˈtˠanˠ/ [ʁɛːpˠˈtˠanˠ],v.,erupt
räptann,/ɾɛːpˠˈtˠanˠ/ [ʁɛːpˠˈtˠanˠ],v.,vomit
räp,/ɾɛːpˠ/ [ʁɛːpˠ],nm.,customer
riacht,/ɾaxtˠ/ [ʁaxtˠ],nm.,border
riacht,/ɾaxtˠ/ [ʁaxtˠ],nm.,boundary
riairíonn,/ˈɾaɾiːɔnˠ/ [ˈʁaɾiːnˠ],v.,wash
riairíonn,/ˈɾaɾiːɔnˠ/ [ˈʁaɾiːnˠ],v.,flush
riaíonn,/ɾaˈiːɔnˠ/ [ʁiːnˠ],v.,remain
riodzóir,/ˈɾɔdˠʦoːiɾ/ [ˈʁɔdˠʦoːɾ],nm.,compassion
riozann,/ˈɾɔʦanˠ/ [ˈʁɔʦanˠ],v.,block
rioellóir,/ˈɾɔloːiɾ/ [ˈʁɔloːɾ],nm.,needle
rioens,/ɾɔɲʃ/ [ʁɔɲʃ],prep.,down
rionn,/ɾɔnˠ/ [ʁɔnˠ],v.,assault
riorz,/ɾɔʁʦ/ [ʁɔʁʦ],adj.,triple
riuarz,/ɾuə̯ʁʦ/ [ʁuə̯ʁʦ],adj.,pregnant
reabronn,/ˈɾabˠʁɔnˠ/ [ˈʁabˠʁɔnˠ],nm.,reef
realzög,/ɾaɫˈʦøːg/ [ʁaɫˈʦøːg],nf.,horn
rea,/ɾa/ [ʁa],nnt.,foil
reapfán,/ˈɾepˠfˠæːnʲ/ [ˈʁepˠfˠæːnʲ],nm.,right
reapfán,/ˈɾepˠfˠæːnʲ/ [ˈʁepˠfˠæːnʲ],nm.,entitlement
reapfán,/ˈɾepˠfˠæːnʲ/ [ˈʁepˠfˠæːnʲ],nm.,privilege
reapfán,/ˈɾepˠfˠæːnʲ/ [ˈʁepˠfˠæːnʲ],nm.,license
regóir,/ˈɾegoːiɾ/ [ˈʁegoːɾ],nm.,car
reig,/ɾaɪ̯g/ [ʁaɪ̯g],prep.,regarding
rei,/ɾaɪ̯/ [ʁaɪ̯],adj.,miniature
rez,/ɾeʒ/ [ʁeʒ],nnt.,bee
rell,/ɾel/ [ʁel],nnt.,list
rell,/ɾel/ [ʁel],nnt.,menu
rell,/ɾel/ [ʁel],nnt.,column
rell,/ɾel/ [ʁel],nnt.,pillar
renf,/ɾenʲfʲ/ [ʁenʲfʲ],adj.,loud
renf,/ɾenʲfʲ/ [ʁenʲfʲ],adj.,noisy
ren,/ɾenʲ/ [ʁenʲ],nnt.,hedge
ren,/ɾenʲ/ [ʁenʲ],nnt.,shrub
reochtaíonn,/ˈɾextˠaˌiːɔnˠ/ [ˈʁextˠiːnˠ],v.,blend
reochtaíonn,/ˈɾextˠaˌiːɔnˠ/ [ˈʁextˠiːnˠ],v.,merge
reogög,/ˈɾeɟøːg/ [ˈʁeɟøːg],nf.,motion
reomír,/ɾɔˈmˠiːɾ/ [ʁɔˈmˠiːɾ],nf.,face
reomír,/ɾɔˈmˠiːɾ/ [ʁɔˈmˠiːɾ],nf.,side
reomír,/ɾɔˈmˠiːɾ/ [ʁɔˈmˠiːɾ],nf.,surface
reuf,/ɾefˠ/ [ʁefˠ],adj.,awful
reuineann,/ɾʊˈɲəunˠ/ [ʁʊˈɲəunˠ],v.,slide
